size smiles gsk3b jnk3 qed sa qed sa max_or_val
30 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC 0.48 0.78 0.4903132997763833 0.8960795430762458 0.4903132997763833 0.8960795430762458 1
25 Fc1cccc(-c2ccc(Nc3ncnc4ccc(F)cc34)cc2)c1 0.66 0.6 0.5513328414826646 0.8973256031926434 0.5513328414826646 0.8973256031926434 1
21 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1[O-] 0.55 0.51 0.8001574326929562 0.8321254951656564 0.8001574326929562 0.8321254951656564 1
22 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC 0.75 0.58 0.7869935859921958 0.9025176733772958 0.7869935859921958 0.9025176733772958 1
22 COc1cc2ncnc(Nc3ccc(I)cc3)c2cc1OC 0.7 0.62 0.6632510283834232 0.8829240225836449 0.6632510283834232 0.8829240225836449 1
21 COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1Cl 0.66 0.59 0.725092656769868 0.8882719054220668 0.725092656769868 0.8882719054220668 1
21 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1Cl 0.64 0.55 0.7884417662414381 0.8944875464477077 0.7884417662414381 0.8944875464477077 1
21 COc1cc2ncnc(Nc3ccc([O-])cc3)c2cc1F 0.54 0.52 0.8001574326929562 0.8188134438836053 0.8001574326929562 0.8188134438836053 1
22 COc1cc2ncnc(Nc3ccc(N)cc3)c2cc1OC 0.63 0.67 0.7202310764145785 0.8910722521318744 0.7202310764145785 0.8910722521318744 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.54 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 1
21 COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1F 0.65 0.52 0.7982630942590875 0.8915595977297591 0.7982630942590875 0.8915595977297591 1
25 C#CC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(F)cc23)cc1 0.51 0.57 0.7161682946866504 0.8438005909484723 0.7161682946866504 0.8438005909484723 0
21 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1Cl 0.64 0.55 0.7884417662414381 0.8944875464477077 0.7884417662414381 0.8944875464477077 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.54 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
22 COc1cc2ncnc(Nc3ccc(Br)c(F)c3)c2cc1N 0.62 0.53 0.691566558793586 0.8577229906406774 0.691566558793586 0.8577229906406774 0
21 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1I 0.65 0.51 0.6379576996180897 0.8738462643964257 0.6379576996180897 0.8738462643964257 0
