size smiles gsk3b jnk3 qed sa qed sa max_or_val
21 Clc1cnc(NC2CCOCC2)nc1Nc1ccncc1 0.58 0.5 0.9047570886707303 0.8421232205585429 0.9047570886707303 0.8421232205585429 1
18 c1cc(Nc2ccnc(NC3CCC3)n2)cnn1 0.53 0.6 0.8533632808729076 0.8260541157057847 0.8533632808729076 0.8260541157057847 1
18 Fc1cnc(NC2CC2)nc1Nc1ccccc1 0.74 0.54 0.8677922939691485 0.8897203767306815 0.8677922939691485 0.8897203767306815 1
18 Clc1cnc(NC2CC2)nc1Nc1ccccc1 0.79 0.52 0.8840999065348907 0.8904899033579005 0.8840999065348907 0.8904899033579005 1
17 c1cc(Nc2ccnc(NC3CC3)n2)cnn1 0.6 0.61 0.8271344847747274 0.8241176618467758 0.8271344847747274 0.8241176618467758 1
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 1
17 c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.74 0.52 0.8412715286028017 0.8981352003083143 0.8412715286028017 0.8981352003083143 1
16 CNc1nc(Nc2ccccc2)ncc1F 0.83 0.53 0.8301255421567212 0.8927016744224632 0.8301255421567212 0.8927016744224632 1
19 NCCNc1ncc(F)c(Nc2cccc(Cl)c2)n1 0.74 0.51 0.7844265138604505 0.8639384364744838 0.7844265138604505 0.8639384364744838 0
18 Clc1cnc(NC2CC2)nc1Nc1ccccc1 0.79 0.52 0.8840999065348907 0.8904899033579005 0.8840999065348907 0.8904899033579005 0
17 c1cc(Nc2ccnc(NC3CC3)n2)cnn1 0.6 0.61 0.8271344847747274 0.8241176618467758 0.8271344847747274 0.8241176618467758 0
21 Clc1cnc(NC2CCOCC2)nc1Nc1ccncc1 0.58 0.5 0.9047570886707303 0.8421232205585429 0.9047570886707303 0.8421232205585429 0
17 c1ccc(Nc2ccnc(NC3CC3)n2)cc1 0.56 0.51 0.8412715286028017 0.8965872003083142 0.8412715286028017 0.8965872003083142 0
20 Fc1cnc(N[C@H]2CCNC2)nc1Nc1ccccc1 0.66 0.5 0.796341117658431 0.812248403525948 0.796341117658431 0.812248403525948 0
18 Fc1cnc(NC2CC2)nc1Nc1ccccc1 0.74 0.54 0.8677922939691485 0.8897203767306815 0.8677922939691485 0.8897203767306815 0
18 Fc1cnc(NC2CC2)nc1Nc1ccncc1 0.67 0.5 0.865156934255283 0.8579881282099713 0.865156934255283 0.8579881282099713 0
18 c1cc(Nc2ccnc(NC3CCC3)n2)cnn1 0.53 0.6 0.8533632808729076 0.8260541157057847 0.8533632808729076 0.8260541157057847 0
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 0
22 Clc1cccc(Nc2nc(Nc3ccccc3)ncc2Br)c1 0.74 0.5 0.6425655982513737 0.8917543492014715 0.6425655982513737 0.8917543492014715 0
19 FCCNc1ncc(Cl)c(Nc2cccc(Cl)c2)n1 0.65 0.5 0.8788647794509136 0.8504976957337431 0.8788647794509136 0.8504976957337431 0
18 Fc1cnc(NC2CC2)nc1Nc1ccnnc1 0.66 0.51 0.8551354269349094 0.8200381282099714 0.8551354269349094 0.8200381282099714 0
15 Nc1nc(Nc2ccccc2)ncc1F 0.63 0.5 0.7841934614991295 0.898201030925981 0.7841934614991295 0.898201030925981 0
17 c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.74 0.52 0.8412715286028017 0.8981352003083143 0.8412715286028017 0.8981352003083143 0
16 CNc1nc(Nc2ccccc2)ncc1F 0.83 0.53 0.8301255421567212 0.8927016744224632 0.8301255421567212 0.8927016744224632 0
