size smiles gsk3b jnk3 qed sa qed sa max_or_val
23 Cc1ccc(NC=O)cc1Nc1nccc(-c2cccnc2)n1 0.68 0.68 0.7077763257874505 0.8558249340145159 0.7077763257874505 0.8558249340145159 1
24 CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.63 0.6 0.7685095433428664 0.8804490492779576 0.7685095433428664 0.8804490492779576 1
23 Cc1ccc(N(C)C)cc1Nc1nccc(-c2cccnc2)n1 0.64 0.55 0.7969955197520522 0.8677958138809182 0.7969955197520522 0.8677958138809182 1
22 CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.73 0.67 0.7682186016738007 0.8717086761245483 0.7682186016738007 0.8717086761245483 1
22 Cc1ccc(C#N)cc1Nc1nccc(-c2cccnc2)n1 0.57 0.56 0.7980617817742106 0.8680812722783945 0.7980617817742106 0.8680812722783945 1
25 Cc1ccc(NCCCF)cc1Nc1nccc(-c2cccnc2)n1 0.71 0.72 0.6272028258939063 0.8489422522969635 0.6272028258939063 0.8489422522969635 1
20 Cc1ccccc1Nc1nccc(-c2cccnc2)n1 0.67 0.56 0.7833048986491562 0.8987468904729491 0.7833048986491562 0.8987468904729491 1
25 COCCNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.73 0.67 0.6422668249130404 0.8660628002421691 0.6422668249130404 0.8660628002421691 1
27 Cc1ccc(NCCOC(F)F)cc1Nc1nccc(-c2cccnc2)n1 0.71 0.67 0.5772217107687537 0.8339378122612585 0.5772217107687537 0.8339378122612585 1
21 CNc1cccc(Nc2nccc(-c3cccnc3)n2)c1 0.77 0.59 0.7656092430944811 0.8788790518240517 0.7656092430944811 0.8788790518240517 1
28 O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)[C@H]1CC[C@@H](O)C1 0.67 0.51 0.6320847342016641 0.7793821331481529 0.6320847342016641 0.7793821331481529 0
21 Cc1ccc(Br)cc1Nc1nccc(-c2cccnc2)n1 0.62 0.55 0.7693383838703267 0.879888021437199 0.7693383838703267 0.879888021437199 0
29 O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)[C@@H]1CC[C@H](CF)C1 0.55 0.5 0.6415843358686751 0.7630650519857177 0.6415843358686751 0.7630650519857177 0
29 Cc1ccc(NC(=O)[C@@H]2CC[C@H](O)C2)cc1Nc1nccc(-c2cccnc2)n1 0.66 0.53 0.615345755598425 0.7730233993246532 0.615345755598425 0.7730233993246532 0
24 Cc1ccc(NC2CC2)cc1Nc1nccc(-c2cccnc2)n1 0.72 0.6 0.7394261896575771 0.8691078325236974 0.7394261896575771 0.8691078325236974 0
30 Cc1ccc(NC(=O)[C@H]2CC[C@@H](CN)C2)cc1Nc1nccc(-c2cccnc2)n1 0.64 0.5 0.577295178088942 0.7671775993793217 0.577295178088942 0.7671775993793217 0
29 Cc1ccc(NC(=O)[C@@H]2CC[C@H](C)C2)cc1Nc1nccc(-c2cccnc2)n1 0.61 0.57 0.6463395596902068 0.778528161229415 0.6463395596902068 0.778528161229415 0
24 COC(=O)c1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.6 0.53 0.7426546976928665 0.8818550693448474 0.7426546976928665 0.8818550693448474 0
28 Cc1ccc(NC(=O)C2CCCC2)cc1Nc1nccc(-c2cccnc2)n1 0.6 0.61 0.6763798321635351 0.8707720822795082 0.6763798321635351 0.8707720822795082 0
21 Cc1ccc(I)cc1Nc1nccc(-c2cccnc2)n1 0.52 0.52 0.6839319834598758 0.8639916784359379 0.6839319834598758 0.8639916784359379 0
27 C[C@H]1CC[C@@H](C(=O)Nc2cccc(Nc3nccc(-c4cc[nH]c4)n3)c2)C1 0.65 0.53 0.6205774086905667 0.7541013537791835 0.6205774086905667 0.7541013537791835 0
27 Cc1ccc(NC(=O)C2CNC2)cc1Nc1nccc(-c2cccnc2)n1 0.6 0.57 0.64796982547182 0.8544946169949864 0.64796982547182 0.8544946169949864 0
31 Cc1ccc(NC(=O)C2CCC(CO)CC2)cc1Nc1nccc(-c2cccnc2)n1 0.61 0.51 0.5520404490428784 0.8492970243860584 0.5520404490428784 0.8492970243860584 0
28 O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)[C@@H]1CC[C@H](O)C1 0.67 0.51 0.6320847342016641 0.7793821331481529 0.6320847342016641 0.7793821331481529 0
22 Cc1ccc(NO)cc1Nc1nccc(-c2cccnc2)n1 0.72 0.67 0.6395085846830728 0.8558305511245483 0.6395085846830728 0.8558305511245483 0
28 O=C(Nc1cccc(Nc2nccc(-c3cn[nH]c3)n2)c1)[C@@H]1CC[C@H](CF)C1 0.61 0.52 0.6020677617351444 0.7383245346490911 0.6020677617351444 0.7383245346490911 0
