size smiles gsk3b jnk3 qed sa qed sa max_or_val
22 Fc1cnc(Nc2ccccc2)nc1Nc1ccc(Br)cc1 0.86 0.65 0.6982101251732774 0.8974764645860868 0.6982101251732774 0.8974764645860868 1
17 CNc1ncc(F)c(Nc2ccc(Br)cc2)n1 0.58 0.53 0.9133843359208358 0.8752924951801092 0.9133843359208358 0.8752924951801092 1
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 1
14 Fc1ccnc(Nc2ccccc2)n1 0.76 0.55 0.7367080010764641 0.8978082651294748 0.7367080010764641 0.8978082651294748 1
17 CNc1ncc(F)c(Nc2ccc(Br)cc2)n1 0.58 0.53 0.9133843359208358 0.8752924951801092 0.9133843359208358 0.8752924951801092 0
21 Fc1cnc(Nc2ccon2)nc1Nc1ccc(Br)cc1 0.6 0.55 0.7443950297033562 0.8378423720046643 0.7443950297033562 0.8378423720046643 0
14 Fc1ccnc(Nc2ccccc2)n1 0.76 0.55 0.7367080010764641 0.8978082651294748 0.7367080010764641 0.8978082651294748 0
19 c1cc(Nc2ccnc(Nc3ncc[nH]3)n2)cnn1 0.67 0.5 0.6472011325409647 0.7887529064100066 0.6472011325409647 0.7887529064100066 0
15 Nc1nc(Nc2ccccc2)ncc1F 0.63 0.5 0.7841934614991295 0.898201030925981 0.7841934614991295 0.898201030925981 0
16 c1cc(NC2CC2)nc(Nc2ncc[nH]2)n1 0.7 0.51 0.7217438116728636 0.8150423134319273 0.7217438116728636 0.8150423134319273 0
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 0
