size smiles gsk3b jnk3 qed sa qed sa max_or_val
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccc(OC)cc3)n2)cc1 0.69 0.65 0.6705335092272477 0.8991034951256722 0.6705335092272477 0.8991034951256722 1
17 CNc1nc(Nc2ccc([NH3+])cc2)ncc1Cl 0.77 0.59 0.7762090364334692 0.7741033926160065 0.7762090364334692 0.7741033926160065 1
19 Clc1cnc(NC2CCC2)nc1Nc1ccccc1 0.73 0.5 0.8893805865821902 0.8884195190955665 0.8893805865821902 0.8884195190955665 1
17 CNc1nc(Nc2ccccc2F)ncc1Cl 0.61 0.71 0.8815701804728142 0.8767344823595962 0.8815701804728142 0.8767344823595962 1
17 CNc1ncc(Cl)c(Nc2ccccc2Cl)n1 0.62 0.61 0.8938559144732062 0.8777803156929297 0.8938559144732062 0.8777803156929297 1
17 c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.74 0.52 0.8412715286028017 0.8981352003083143 0.8412715286028017 0.8981352003083143 1
18 Fc1cccc(Nc2nccc(NC3CC3)n2)c1 0.67 0.55 0.8677922939691485 0.8819736311685512 0.8677922939691485 0.8819736311685512 1
16 CNc1nc(Nc2ccccc2)ncc1Cl 0.79 0.58 0.8575379418164772 0.8922876275997207 0.8575379418164772 0.8922876275997207 1
17 CNc1nc(Nc2ccc(I)cc2)ncc1Cl 0.72 0.61 0.8224563977105064 0.8594771105647244 0.8224563977105064 0.8594771105647244 1
17 COc1nc(Nc2ccc(Br)cc2)ncc1Cl 0.6 0.52 0.9392493873881922 0.8787088413339552 0.9392493873881922 0.8787088413339552 1
18 Brc1ccccc1Nc1ccnc(NC2CC2)n1 0.53 0.57 0.90663292156512 0.8712656430028708 0.90663292156512 0.8712656430028708 1
17 CNc1ncc(Cl)c(Nc2ccccc2Br)n1 0.63 0.55 0.9073711896780811 0.865351149026263 0.9073711896780811 0.865351149026263 1
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 1
18 CCNc1ncc(Cl)c(Nc2ccccc2F)n1 0.57 0.58 0.8899741750415956 0.877837803346298 0.8899741750415956 0.877837803346298 1
17 CNc1ncc(Cl)c(Nc2ccccc2F)n1 0.59 0.7 0.8815701804728143 0.8769758285134424 0.8815701804728143 0.8769758285134424 1
18 Clc1cnc(NC2CC2)nc1Nc1ccccc1 0.79 0.52 0.8840999065348907 0.8904899033579005 0.8840999065348907 0.8904899033579005 1
17 CNc1nc(Nc2ccc([NH3+])cc2)ncc1Cl 0.77 0.59 0.7762090364334692 0.7741033926160065 0.7762090364334692 0.7741033926160065 0
19 Clc1cnc(Nc2ccccc2I)nc1NCCBr 0.66 0.5 0.52414040739951 0.8273948467308941 0.52414040739951 0.8273948467308941 0
19 Clc1cnc(NC2CCC2)nc1Nc1ccccc1 0.73 0.5 0.8893805865821902 0.8884195190955665 0.8893805865821902 0.8884195190955665 0
16 Nc1nc(Nc2ccc([NH3+])cc2)ncc1Cl 0.59 0.51 0.7336390471720207 0.7645722206877923 0.7336390471720207 0.7645722206877923 0
