size smiles gsk3b jnk3 qed sa qed sa max_or_val
19 Clc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.73 0.59 0.8912008668364134 0.8834125105485577 0.8912008668364134 0.8834125105485577 1
20 N#Cc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.76 0.6 0.9012814937600863 0.8646907775700922 0.9012814937600863 0.8646907775700922 1
22 COc1nc(Nc2ccc(N3CC[C@@H](O)C3)cc2)ncc1Cl 0.56 0.61 0.9014715123100446 0.8073325946792961 0.9014715123100446 0.8073325946792961 1
26 CC(C)(C)c1cccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)c1 0.77 0.7 0.5861782049151306 0.8711547376769685 0.5861782049151306 0.8711547376769685 1
24 CC(C)(C)Nc1nc(Nc2ccc(-n3cccc3)cc2)ncc1Cl 0.74 0.72 0.7101052523303163 0.8407267724073433 0.7101052523303163 0.8407267724073433 1
21 N#Cc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1F 0.8 0.55 0.904571145012963 0.8451021792160692 0.904571145012963 0.8451021792160692 1
20 Fc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1F 0.74 0.58 0.902493748712856 0.8666255038087657 0.902493748712856 0.8666255038087657 1
21 Fc1cccc(Nc2ncc(Cl)c(NC3CCOC3)n2)c1 0.7 0.5 0.9079833374924238 0.8021631040714919 0.9079833374924238 0.8021631040714919 1
19 CC(C)Nc1nc(Nc2cccc(F)c2)ncc1Cl 0.66 0.51 0.8934718182924972 0.8694371678618944 0.8934718182924972 0.8694371678618944 1
22 COc1ccc(Nc2ncc(Cl)c(NC3CCCC3)n2)cc1 0.59 0.61 0.8632925004897153 0.8833730992014716 0.8632925004897153 0.8833730992014716 1
16 CNc1nc(Nc2ccccc2)ncc1Cl 0.79 0.58 0.8575379418164772 0.8922876275997207 0.8575379418164772 0.8922876275997207 1
18 CC(C)Nc1nc(Nc2ccccc2)ncc1Cl 0.71 0.52 0.8822540512509871 0.8850118606615318 0.8822540512509871 0.8850118606615318 1
18 CNc1nc(Nc2ccc(Br)c(F)c2)ncc1Cl 0.77 0.57 0.8975736149828475 0.8538066962573085 0.8975736149828475 0.8538066962573085 1
20 CC(C)(C)Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.76 0.68 0.8595481621980394 0.8675883459666078 0.8595481621980394 0.8675883459666078 1
18 CNc1nc(Nc2ccc(F)c(F)c2)ncc1Cl 0.7 0.56 0.8992429819355652 0.8670174654880779 0.8992429819355652 0.8670174654880779 1
21 COc1ccc(Nc2ncc(Cl)c(NC(C)(C)C)n2)cc1 0.66 0.61 0.8905562671083754 0.8715767330082735 0.8905562671083754 0.8715767330082735 1
20 CNc1nc(Nc2ccc(N(C)C)c(F)c2)ncc1Cl 0.61 0.51 0.9074915158246576 0.8447360382743003 0.9074915158246576 0.8447360382743003 1
18 CC(C)Nc1nc(Nc2ccccc2)ncc1Cl 0.71 0.52 0.8822540512509871 0.8850118606615318 0.8822540512509871 0.8850118606615318 0
19 Clc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.73 0.59 0.8912008668364134 0.8834125105485577 0.8912008668364134 0.8834125105485577 0
25 O=C1CCN1c1ccc(Nc2ncc(Cl)c(NC3CCC3)n2)cc1F 0.51 0.5 0.7942626036926528 0.8399061164089273 0.7942626036926528 0.8399061164089273 0
20 CCNc1nc(Nc2ccc(OC)c(F)c2)ncc1Cl 0.69 0.54 0.8847372652985254 0.8713590202922822 0.8847372652985254 0.8713590202922822 0
20 N#Cc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.76 0.6 0.9012814937600863 0.8646907775700922 0.9012814937600863 0.8646907775700922 0
21 C#CCNc1nc(Nc2ccc(N(C)C)cc2)ncc1Cl 0.58 0.52 0.8316273560157952 0.8346362078992503 0.8316273560157952 0.8346362078992503 0
18 CNc1nc(Nc2ccc(C=O)cc2)ncc1Cl 0.65 0.54 0.8295775091248417 0.8618960235574593 0.8295775091248417 0.8618960235574593 0
26 CN1CCN(c2ccc(Nc3ncc(Cl)c(NCCCN)n3)cc2)CC1 0.66 0.61 0.6406973243870472 0.8550084840766873 0.6406973243870472 0.8550084840766873 0
23 NCCNc1nc(Nc2ccc(N3CCCC3)cc2)ncc1Cl 0.66 0.65 0.7545933393566334 0.8630476665059051 0.7545933393566334 0.8630476665059051 0
