size smiles gsk3b jnk3 qed sa qed sa max_or_val
26 CN(C)C(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.79 0.64 0.7315162635212611 0.885742992739196 0.7315162635212611 0.885742992739196 1
17 CNc1nc(Nc2ccc(Br)cc2)ncc1F 0.75 0.59 0.9133843359208358 0.8769934567185707 0.9133843359208358 0.8769934567185707 1
18 Brc1ccc(Nc2nccc(NC3CC3)n2)cc1 0.64 0.52 0.90663292156512 0.8830396074999121 0.90663292156512 0.8830396074999121 1
18 CN(C)c1nc(Nc2ccc(F)cc2)ncc1F 0.68 0.59 0.9085516754344868 0.875951311641924 0.9085516754344868 0.875951311641924 1
17 c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.74 0.52 0.8412715286028017 0.8981352003083143 0.8412715286028017 0.8981352003083143 1
17 CN(C)c1nc(Nc2ccccc2)ncc1F 0.7 0.54 0.8819777856656317 0.8834860849236988 0.8819777856656317 0.8834860849236988 1
17 CNc1nc(Nc2ccc(Cl)cc2)ncc1F 0.74 0.56 0.8815701804728143 0.8855905721031861 0.8815701804728143 0.8855905721031861 1
18 CN(C)c1nc(Nc2ccc(N)cc2)ncc1F 0.55 0.63 0.8119949526393425 0.8623245424111546 0.8119949526393425 0.8623245424111546 1
17 CNc1nc(Nc2ccc(I)cc2)ncc1F 0.75 0.58 0.8409051834791765 0.8598739054365194 0.8409051834791765 0.8598739054365194 1
18 CCNc1nc(Nc2ccc(Br)cc2)ncc1F 0.79 0.53 0.9063902410001519 0.8776016042512753 0.9063902410001519 0.8776016042512753 1
18 CC(C)Nc1ccnc(Nc2ccc(F)cc2)n1 0.65 0.55 0.8695186523232279 0.8857847113402649 0.8695186523232279 0.8857847113402649 1
20 C#C[C@@H](C)Nc1nc(Nc2ccc(F)cc2)ncc1F 0.66 0.6 0.8416106300607078 0.7774055044758456 0.8416106300607078 0.7774055044758456 1
16 Nc1ccc(Nc2ncc(F)c(N)n2)cc1 0.59 0.65 0.6661249077724543 0.8747226480382194 0.6661249077724543 0.8747226480382194 1
15 CNc1ccnc(Nc2ccccc2)n1 0.72 0.55 0.7975156925989036 0.9025104226970007 0.7975156925989036 0.9025104226970007 1
14 Fc1ccnc(Nc2ccccc2)n1 0.76 0.55 0.7367080010764641 0.8978082651294748 0.7367080010764641 0.8978082651294748 1
16 CNc1nc(Nc2ccccc2)ncc1F 0.83 0.53 0.8301255421567212 0.8927016744224632 0.8301255421567212 0.8927016744224632 1
17 CNc1nc(Nc2ccc(F)cc2)ncc1F 0.78 0.56 0.8593781451361658 0.8847630080006219 0.8593781451361658 0.8847630080006219 1
18 Fc1ccc(Nc2nccc(NC3CC3)n2)cc1 0.69 0.59 0.8677922939691485 0.8902115009910365 0.8677922939691485 0.8902115009910365 1
18 CCNc1nc(Nc2ccc(F)cc2)ncc1F 0.8 0.53 0.8755353774380945 0.8849141231049708 0.8755353774380945 0.8849141231049708 1
19 Fc1cnc(NC2CCC2)nc1Nc1ccccc1 0.65 0.53 0.8828504635114982 0.887691966648014 0.8828504635114982 0.887691966648014 1
19 CNc1nc(Nc2ccc(NOC)cc2)ncc1F 0.79 0.6 0.7193598281295067 0.8436942769303243 0.7193598281295067 0.8436942769303243 1
20 CN(C)c1nc(Nc2cccc(C(N)=O)c2)ncc1F 0.63 0.61 0.8835047707390358 0.8632468075050694 0.8835047707390358 0.8632468075050694 1
18 Fc1cnc(Nc2ccccc2)nc1NC1CC1 0.85 0.51 0.8677922939691485 0.891552033535415 0.8677922939691485 0.891552033535415 1
18 CCNc1nc(Nc2ccc(S)cc2)ncc1F 0.77 0.52 0.7427727012806947 0.8408519813251818 0.7427727012806947 0.8408519813251818 0
15 Fc1cccc(Nc2nccc(F)n2)c1 0.69 0.5 0.7685844677970377 0.8794589915699882 0.7685844677970377 0.8794589915699882 0
17 CNc1nc(Nc2ccc(Br)cc2)ncc1F 0.75 0.59 0.9133843359208358 0.8769934567185707 0.9133843359208358 0.8769934567185707 0
17 CNc1nc(Nc2ccc(I)cc2)ncc1F 0.75 0.58 0.8409051834791765 0.8598739054365194 0.8409051834791765 0.8598739054365194 0
19 CNc1nc(Nc2ccc([N+](=O)[O-])cc2)ncc1F 0.7 0.58 0.6490883408604926 0.8698830314322864 0.6490883408604926 0.8698830314322864 0
16 Nc1nc(Nc2ccc(F)cc2)ncc1F 0.64 0.59 0.816044819254361 0.8898635027390743 0.816044819254361 0.8898635027390743 0
20 C#C[C@@H](C)Nc1nc(Nc2ccc(N)cc2)ncc1F 0.59 0.63 0.5877027836010881 0.7652387462340874 0.5877027836010881 0.7652387462340874 0
18 Fc1cnc(Nc2ccccc2)nc1NC1CC1 0.85 0.51 0.8677922939691485 0.891552033535415 0.8677922939691485 0.891552033535415 0
18 Brc1ccc(Nc2nccc(NC3CC3)n2)cc1 0.64 0.52 0.90663292156512 0.8830396074999121 0.90663292156512 0.8830396074999121 0
18 CN(C)c1nc(Nc2ccc(F)cc2)ncc1F 0.68 0.59 0.9085516754344868 0.875951311641924 0.9085516754344868 0.875951311641924 0
17 CN(C)c1nc(Nc2ccccc2)ncc1F 0.7 0.54 0.8819777856656317 0.8834860849236988 0.8819777856656317 0.8834860849236988 0
16 Nc1nc(Nc2ccc(I)cc2)ncc1F 0.55 0.56 0.8309706098855407 0.8633151266706981 0.8309706098855407 0.8633151266706981 0
17 c1ccc(Nc2nccc(NC3CC3)n2)cc1 0.74 0.52 0.8412715286028017 0.8981352003083143 0.8412715286028017 0.8981352003083143 0
17 CNc1nc(Nc2ccc(Cl)cc2)ncc1F 0.74 0.56 0.8815701804728143 0.8855905721031861 0.8815701804728143 0.8855905721031861 0
16 CNc1nc(Nc2ccccc2)ncc1F 0.83 0.53 0.8301255421567212 0.8927016744224632 0.8301255421567212 0.8927016744224632 0
19 Cc1ccc(Nc2ncc(F)c(NC3CC3)n2)cn1 0.7 0.5 0.8833818980584284 0.8557501173861647 0.8833818980584284 0.8557501173861647 0
16 Nc1nc(Nc2ccc(S)cc2)ncc1F 0.53 0.55 0.699569651916749 0.8399264087219803 0.699569651916749 0.8399264087219803 0
18 CCNc1nc(Nc2ccc(N)cc2)ncc1F 0.72 0.53 0.7230487779766268 0.8715545454277459 0.7230487779766268 0.8715545454277459 0
18 CN(C)c1nc(Nc2ccc(N)cc2)ncc1F 0.55 0.63 0.8119949526393425 0.8623245424111546 0.8119949526393425 0.8623245424111546 0
18 CNc1nc(Nc2ccc(C=O)cc2)ncc1F 0.67 0.5 0.8094883653012471 0.8622694775544429 0.8094883653012471 0.8622694775544429 0
19 C#CCNc1nc(Nc2ccc(Br)cc2)ncc1F 0.65 0.54 0.8495138403465518 0.8396825960186435 0.8495138403465518 0.8396825960186435 0
17 CNc1nc(Nc2cccc(N)c2)ncc1F 0.58 0.51 0.7066234496625974 0.8623421746672886 0.7066234496625974 0.8623421746672886 0
19 NCCNc1nc(Nc2ccc(S)cc2)ncc1F 0.78 0.56 0.6300318708781003 0.830109376645424 0.6300318708781003 0.830109376645424 0
18 CNc1nc(Nc2ccc(NO)cc2)ncc1F 0.75 0.57 0.6218123062382497 0.8494435348696765 0.6218123062382497 0.8494435348696765 0
19 OCCNc1nc(Nc2ccc(I)cc2)ncc1F 0.69 0.5 0.701563795485377 0.8546908581269056 0.701563795485377 0.8546908581269056 0
18 CCNc1nc(Nc2ccc(Br)cc2)ncc1F 0.79 0.53 0.9063902410001519 0.8776016042512753 0.9063902410001519 0.8776016042512753 0
18 CC(C)Nc1ccnc(Nc2ccc(F)cc2)n1 0.65 0.55 0.8695186523232279 0.8857847113402649 0.8695186523232279 0.8857847113402649 0
19 C#C[C@H](C)Nc1ccnc(Nc2ccc(Br)cc2)n1 0.62 0.5 0.8485804235493075 0.7765207163438429 0.8485804235493075 0.7765207163438429 0
20 C#C[C@@H](C)Nc1nc(Nc2ccc(F)cc2)ncc1F 0.66 0.6 0.8416106300607078 0.7774055044758456 0.8416106300607078 0.7774055044758456 0
