size smiles gsk3b jnk3 qed sa qed sa max_or_val 
22 COc1cc2ncnc(Nc3ccc(C)cc3)c2cc1OC 0.5 0.35 0.7950475618939019 0.9042405061001284 0.7950475618939019 0.9042405061001284 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.54 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 1
22 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC 0.75 0.58 0.7869935859921958 0.9025176733772958 0.7869935859921958 0.9025176733772958 1
22 COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC 0.76 0.43 0.7983836473287708 0.895087636747259 0.7983836473287708 0.895087636747259 1
23 COc1cc2ncnc(Nc3ccc(C#N)cc3)c2cc1OC 0.68 0.62 0.7965862320279274 0.8845221542072585 0.7965862320279274 0.8845221542072585 1
22 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.71 0.57 0.7983836473287708 0.9018871483467706 0.7983836473287708 0.9018871483467706 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.54 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
22 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.71 0.57 0.7983836473287708 0.9018871483467706 0.7983836473287708 0.9018871483467706 0
22 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC 0.75 0.58 0.7869935859921958 0.9025176733772958 0.7869935859921958 0.9025176733772958 0
23 COc1cc2ncnc(Nc3ccc(C#N)cc3)c2cc1OC 0.68 0.62 0.7965862320279274 0.8845221542072585 0.7965862320279274 0.8845221542072585 0
