size smiles gsk3b jnk3 qed sa qed sa max_or_val 
23 CN(C)C(=O)c1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.79 0.64 0.8874276194867746 0.8705389301396596 0.8874276194867746 0.8705389301396596 1
27 NC(=O)c1cnc(Nc2ccc(-c3cccc(F)c3)cc2)nc1NC1CC1 0.81 0.62 0.6209000099070449 0.8709309037851194 0.6209000099070449 0.8709309037851194 1
24 Fc1cnc(Nc2ccc(N3CCNCC3)cc2)nc1NC1CC1 0.76 0.65 0.7829346441978693 0.8546487116445767 0.7829346441978693 0.8546487116445767 1
27 CC(=O)N1CCN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)CC1 0.8 0.6 0.842903527121358 0.8608845501387657 0.842903527121358 0.8608845501387657 1
24 Fc1cnc(Nc2ccc(-c3ccccc3)cc2)nc1NC1CC1 0.76 0.59 0.7211090281476868 0.8922520083478737 0.7211090281476868 0.8922520083478737 1
25 OC1CCN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)CC1 0.79 0.68 0.7752253337564189 0.8549667429889202 0.7752253337564189 0.8549667429889202 1
19 Fc1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.82 0.59 0.8886630942897253 0.8838999749360222 0.8886630942897253 0.8838999749360222 1
23 OC1CN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)C1 0.78 0.68 0.7847410656569226 0.8526306498142157 0.7847410656569226 0.8526306498142157 1
27 CC(=O)N1CCN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)CC1 0.8 0.6 0.842903527121358 0.8608845501387657 0.842903527121358 0.8608845501387657 0
25 OC1CCN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)CC1 0.79 0.68 0.7752253337564189 0.8549667429889202 0.7752253337564189 0.8549667429889202 0
22 NC(=O)c1cnc(Nc2ccc(F)c(F)c2)nc1NC1CC1 0.76 0.52 0.7869801287743983 0.862760260298571 0.7869801287743983 0.862760260298571 0
23 CN(C)C(=O)c1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.79 0.64 0.8874276194867746 0.8705389301396596 0.8874276194867746 0.8705389301396596 0
21 NC(=O)c1cnc(Nc2cccc(F)c2)nc1NC1CC1 0.78 0.55 0.7821219812684501 0.8706106537923404 0.7821219812684501 0.8706106537923404 0
23 OC1CN(c2ccc(Nc3ncc(F)c(NC4CC4)n3)cc2)C1 0.78 0.68 0.7847410656569226 0.8526306498142157 0.7847410656569226 0.8526306498142157 0
27 CN1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1 0.77 0.6 0.7136980714927134 0.8583954392496549 0.7136980714927134 0.8583954392496549 0
27 NC(=O)c1cnc(Nc2ccc(-c3cccc(F)c3)cc2)nc1NC1CC1 0.81 0.62 0.6209000099070449 0.8709309037851194 0.6209000099070449 0.8709309037851194 0
24 Fc1cnc(Nc2ccc(-c3ccccc3)cc2)nc1NC1CC1 0.76 0.59 0.7211090281476868 0.8922520083478737 0.7211090281476868 0.8922520083478737 0
19 Fc1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.82 0.59 0.8886630942897253 0.8838999749360222 0.8886630942897253 0.8838999749360222 0
24 Fc1cnc(Nc2ccc(N3CCNCC3)cc2)nc1NC1CC1 0.76 0.65 0.7829346441978693 0.8546487116445767 0.7829346441978693 0.8546487116445767 0
