size smiles gsk3b jnk3 qed sa qed sa max_or_val 
23 Clc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.77 0.79 0.6018936947552039 0.8923648115499159 0.6018936947552039 0.8923648115499159 1
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.79 0.9 0.6115541273044517 0.883145071741275 0.6115541273044517 0.883145071741275 1
23 Fc1cccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)c1 0.8 0.68 0.6612651068351716 0.8852725038576081 0.6612651068351716 0.8852725038576081 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.76 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 1
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.9 0.82 0.65845859482982 0.8887620927562188 0.65845859482982 0.8887620927562188 1
22 Clc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.85 0.66 0.6836106088762764 0.8993423299707022 0.6836106088762764 0.8993423299707022 1
25 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.9 0.74 0.5838078667733789 0.8866441445779414 0.5838078667733789 0.8866441445779414 1
25 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.9 0.86 0.6167643952262963 0.8825635378607151 0.6167643952262963 0.8825635378607151 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.86 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 1
23 Fc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.78 0.79 0.6612651068351716 0.8917629467480511 0.6612651068351716 0.8917629467480511 1
24 COc1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.77 0.75 0.6981404318925082 0.8931560726893291 0.6981404318925082 0.8931560726893291 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.86 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 0
23 Clc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.77 0.79 0.6018936947552039 0.8923648115499159 0.6018936947552039 0.8923648115499159 0
25 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.9 0.74 0.5838078667733789 0.8866441445779414 0.5838078667733789 0.8866441445779414 0
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.9 0.82 0.65845859482982 0.8887620927562188 0.65845859482982 0.8887620927562188 0
22 Clc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.85 0.66 0.6836106088762764 0.8993423299707022 0.6836106088762764 0.8993423299707022 0
27 NC(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)O)cc2)ncc1Cl 0.9 0.85 0.5126050604154713 0.8764521535879484 0.5126050604154713 0.8764521535879484 0
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.79 0.9 0.6115541273044517 0.883145071741275 0.6115541273044517 0.883145071741275 0
24 COc1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.77 0.75 0.6981404318925082 0.8931560726893291 0.6981404318925082 0.8931560726893291 0
23 Fc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.78 0.79 0.6612651068351716 0.8917629467480511 0.6612651068351716 0.8917629467480511 0
23 Fc1cccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)c1 0.8 0.68 0.6612651068351716 0.8852725038576081 0.6612651068351716 0.8852725038576081 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.76 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 0
25 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.9 0.86 0.6167643952262963 0.8825635378607151 0.6167643952262963 0.8825635378607151 0
