size smiles gsk3b jnk3 qed sa qed sa max_or_val 
28 Fc1cccc(Nc2nc(Nc3ccc(-c4ccccc4)cc3)ncc2F)c1 0.79 0.72 0.45595959699173483 0.8897927201781949 0.45595959699173483 0.8897927201781949 1
29 CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4F)n3)cc2)CC1 0.79 0.78 0.6801437327867224 0.866634727889583 0.6801437327867224 0.866634727889583 1
27 Fc1cnc(Nc2ccccc2)nc1Nc1ccc(-c2ccccc2)cc1 0.81 0.68 0.4765146291543231 0.9023697649239806 0.4765146291543231 0.9023697649239806 1
27 Fc1ccccc1Nc1nc(Nc2ccc(N3CCCC3)cc2)ncc1F 0.68 0.82 0.6756466902832705 0.8758750229570867 0.6756466902832705 0.8758750229570867 1
25 NS(=O)(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.87 0.64 0.6460367356238105 0.8841988574706825 0.6460367356238105 0.8841988574706825 1
25 NC(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1 0.89 0.79 0.644469381672002 0.881999940894301 0.644469381672002 0.881999940894301 1
27 CN(C)C(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1 0.79 0.71 0.6782383251340269 0.8747659187701345 0.6782383251340269 0.8747659187701345 1
25 NC(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3F)n2)cc1 0.91 0.79 0.6617366011050438 0.8814560622377464 0.6617366011050438 0.8814560622377464 1
27 CN(C)C(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3F)n2)cc1 0.81 0.76 0.7127998675285773 0.8742578216041426 0.7127998675285773 0.8742578216041426 1
25 COc1ccc(Nc2ncc(F)c(Nc3ccc(OC)cc3)n2)cc1 0.74 0.64 0.7034342958363422 0.8985477258949032 0.7034342958363422 0.8985477258949032 1
22 Fc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.88 0.62 0.7560428283782025 0.9033036280476254 0.7560428283782025 0.9033036280476254 1
23 COc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.76 0.6 0.7423816573436289 0.9049762543359857 0.7423816573436289 0.9049762543359857 1
24 O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.96 0.61 0.6615168638387949 0.8976867304373781 0.6615168638387949 0.8976867304373781 1
25 O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1 0.91 0.66 0.624069950542025 0.8860805476115277 0.624069950542025 0.8860805476115277 1
25 O=C(O)c1ccc(Nc2ncc(F)c(Nc3cccc(F)c3)n2)cc1 0.88 0.7 0.650930021205478 0.8841815226927844 0.650930021205478 0.8841815226927844 1
25 O=C(O)c1cccc(Nc2nc(Nc3ccc(F)cc3)ncc2F)c1 0.81 0.7 0.6509300212054779 0.88557545552052 0.6509300212054779 0.88557545552052 1
24 NC(=O)c1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1 0.92 0.62 0.6702732523594236 0.8934878452645799 0.6702732523594236 0.8934878452645799 1
28 Fc1cnc(Nc2ccc(-c3ccccc3)cc2)nc1Nc1ccccc1Cl 0.8 0.69 0.4123108822616528 0.8914369978517408 0.4123108822616528 0.8914369978517408 1
27 Fc1ccc(Nc2nccc(Nc3ccc(-c4ccccc4)cc3)n2)cc1 0.81 0.68 0.476514629154323 0.9017214956932111 0.476514629154323 0.9017214956932111 1
23 Fc1ccc(Nc2ncc(F)c(Nc3cccc(F)c3)n2)cc1 0.83 0.69 0.7497184266838454 0.8891137625988671 0.7497184266838454 0.8891137625988671 1
22 Fc1cnc(Nc2ccc(Br)cc2)nc1Nc1ccccc1 0.86 0.65 0.6982101251732772 0.8974764645860868 0.6982101251732772 0.8974764645860868 1
31 CNC(=O)c1cccc(Nc2nc(Nc3ccc(N4CCCCC4)cc3)ncc2F)c1 0.64 0.7 0.5465112882253825 0.8627264260954601 0.5465112882253825 0.8627264260954601 0
28 NC(=O)c1ccc(Nc2nc(Nc3ccc(N4CCC4)cc3)ncc2F)cc1 0.76 0.71 0.608290194793459 0.8734736488836359 0.608290194793459 0.8734736488836359 0
26 Fc1cnc(Nc2ccccc2)nc1Nc1ccc(-n2cccn2)cc1 0.71 0.73 0.5641986472829318 0.8717857121819154 0.5641986472829318 0.8717857121819154 0
