size smiles gsk3b jnk3 qed sa qed sa max_or_val 
27 NC(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)O)cc2)ncc1Cl 0.9 0.85 0.5126050604154713 0.8764521535879484 0.5126050604154713 0.8764521535879484 1
27 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.89 0.93 0.5171185931704161 0.8726400078389605 0.5171185931704161 0.8726400078389605 1
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.9 0.82 0.65845859482982 0.8887620927562188 0.65845859482982 0.8887620927562188 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.86 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 1
25 NC(=O)c1ccccc1Nc1nc(Nc2cccc(Cl)c2)ncc1Cl 0.82 0.82 0.6167643952262964 0.8764454446862838 0.6167643952262964 0.8764454446862838 0
29 OC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4Cl)n3)cc2)CC1 0.77 0.7 0.5148532597421359 0.8590741051789603 0.5148532597421359 0.8590741051789603 0
33 O=C(C1CC1)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc2)CC1 0.78 0.74 0.5425531429535613 0.8551516427290439 0.5425531429535613 0.8551516427290439 0
26 CNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.78 0.73 0.5940645621808116 0.8809720987683021 0.5940645621808116 0.8809720987683021 0
30 COc1ccccc1Nc1nc(Nc2ccc(N3CCC(O)CC3)cc2)ncc1Cl 0.75 0.68 0.5324695549933 0.8597752106270858 0.5324695549933 0.8597752106270858 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.86 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 0
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.9 0.82 0.65845859482982 0.8887620927562188 0.65845859482982 0.8887620927562188 0
31 CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(N)=O)n3)cc2)CC1 0.86 0.87 0.542552351390608 0.8579974853483172 0.542552351390608 0.8579974853483172 0
27 NC(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)O)cc2)ncc1Cl 0.9 0.85 0.5126050604154713 0.8764521535879484 0.5126050604154713 0.8764521535879484 0
27 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.89 0.93 0.5171185931704161 0.8726400078389605 0.5171185931704161 0.8726400078389605 0
31 NC(=O)C1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc2)CC1 0.84 0.77 0.5234215014892056 0.8565566901884208 0.5234215014892056 0.8565566901884208 0
