size smiles gsk3b jnk3 qed sa qed sa max_or_val 
25 Nc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.7 0.53 0.5315414342988314 0.891876920368618 0.5315414342988314 0.891876920368618 1
26 COc1ccccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.69 0.53 0.552942917794335 0.8965967458850544 0.552942917794335 0.8965967458850544 1
25 Nc1cnccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.73 0.57 0.5893994704437816 0.8650781848575537 0.5893994704437816 0.8650781848575537 1
26 N#Cc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.62 0.57 0.56667391126443 0.8804904705814107 0.56667391126443 0.8804904705814107 1
24 Nc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.65 0.55 0.541661268595766 0.9001948623952346 0.541661268595766 0.9001948623952346 1
24 Fc1ccc(Nc2ncnc3cc(-c4cccnc4)ccc23)cc1 0.66 0.48 0.6011128792072391 0.8895736272923092 0.6011128792072391 0.8895736272923092 1
25 Fc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.68 0.56 0.5513328414826646 0.8962491016120322 0.5513328414826646 0.8962491016120322 1
25 Nc1cnccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.73 0.57 0.5893994704437816 0.8650781848575537 0.5893994704437816 0.8650781848575537 0
25 Fc1ccccc1-c1ccc2c(Nc3ccc(Cl)cc3)ncnc2c1 0.65 0.55 0.5051071821500523 0.8967932533507044 0.5051071821500523 0.8967932533507044 0
25 Fc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.68 0.56 0.5513328414826646 0.8962491016120322 0.5513328414826646 0.8962491016120322 0
24 Nc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.65 0.55 0.541661268595766 0.9001948623952346 0.541661268595766 0.9001948623952346 0
25 Nc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.7 0.53 0.5315414342988314 0.891876920368618 0.5315414342988314 0.891876920368618 0
26 COc1ccccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.69 0.53 0.552942917794335 0.8965967458850544 0.552942917794335 0.8965967458850544 0
26 N#Cc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.62 0.57 0.56667391126443 0.8804904705814107 0.56667391126443 0.8804904705814107 0
